s1_id	target_id	target_source	s1_name	s1_address	s1_country	target_country	shared_tokens	diagnosed_reason
S1-514423627	S3-967570233	S3	valley coalition	9628 laurel lane fl 1 scottsdale az	us	us	valley	partial_token_overlap_unindexed
S1-439660345	S2-229530122	S2	marcellina s studios	110 w breckinridge st unit 204 louisville ky	us	us	marcellina,s	partial_token_overlap_unindexed
S1-247132924	S2-907730112	S2	gold software private limited	pn 47 ram nagar colony malpura gate ke pass sanganer jaipur rajasthan	india	india	software,gold,limited	partial_token_overlap_unindexed
S1-966343032	S3-238295112	S3	macy parks and casas	4211 morgan circle ellettsville in	us	us	parks,and,macy,casas	partial_token_overlap_unindexed
S1-16541529	S3-798423619	S3	shyam projects private limited	surat gujarat surat shiv shakti ind estate vill sanki ta palsana dist plot no 72 to 76	india	india	private,shyam,limited	partial_token_overlap_unindexed
S1-102733049	S3-311332123	S3	global first security llc	al 156 pinecrest drive weaver	us	us	llc,first,global,security	partial_token_overlap_unindexed
S1-265316124	S3-642695795	S3	metropolitan biomedical advisors lp	5970 la castana way sacramento ca	us	us		zero_shared_tokens_transliteration
S1-172260482	S3-961672058	S3	department of labor	4716 3rd street west fargo nd	us	us	labor,of,department	partial_token_overlap_unindexed
S1-409356989	S3-959169358	S3	swastik infra private limited	mumbai a 503 maharashtra vertex vikas bldg sir m v road mumbai	india	india		empty_or_missing_name
S1-562155757	S3-861938274	S3	mclaughlin equity inc	1174 kingston street fl 1 chandler az	us	us	mclaughlin,equity	partial_token_overlap_unindexed
S1-540849894	S3-216826331	S3	bavue llc	722 douglas road gould ar	us	us	llc	partial_token_overlap_unindexed
S1-558138436	S3-530686931	S3	krishna infotech llp	punjab kapurthala v p o dudwindi teh sultanpur lodhi kapurthala	india	india	infotech,krishna	partial_token_overlap_unindexed
S1-922429406	S3-516103089	S3	new delhi india private limited	plot no 33 33a ground floor rama road najafgarh road industrial area new delhi west delhi delhi	india	india	new,delhi,india	partial_token_overlap_unindexed
S1-344332796	S3-632882199	S3	economic development committee iv	5264 old sand road salt lick ky	us	us	economic,committee,development,iv	partial_token_overlap_unindexed
S1-558752887	S2-59294725	S2	preferred great abony inc	81 northern parkway oyster bay ny	us	us	great,abony,preferred	partial_token_overlap_unindexed
S1-702151226	S2-973175037	S2	great housing pvt ltd	g 15 plot no 12 v3s mall east centre laxmi nagar new delhi east delhi delhi	india	india	pvt,great,ltd	partial_token_overlap_unindexed
S1-882754131	S3-192111332	S3	all global pvt ltd	262 4 h a r colony char dawaza jaipur rajasthan	india	india	all,pvt,global	partial_token_overlap_unindexed
S1-833931576	S2-74036412	S2	chiropractic specialists l l c	charlotte nc 2739 hilliard drive	us	us	chiropractic,specialists	partial_token_overlap_unindexed
S1-339727390	S2-263716473	S2	keystone optimal products	1075 jason circle ashland city tn	us	us	keystone,optimal	partial_token_overlap_unindexed
S1-628555152	S2-157776133	S2	super aditya producer pvt ltd	shop no 8 and 9 ruhela market adarsh colony muzaffarnagar uttar pradesh	india	india		empty_or_missing_name
S1-936563215	S2-700017822	S2	anay chem private limited	105 floor 1 amir industrial estate sitaram jadhav marg sun mill compound de lisle road lower parle mumbai city maharashtra	india	india	private,chem,anay	partial_token_overlap_unindexed
S1-356107352	S2-367369383	S2	ear nose and throat group of belvidere inc	unit 0 belvidere il 1005 grover	us	us	inc,of,nose,throat,and,group,ear	partial_token_overlap_unindexed
S1-600659240	S2-111751293	S2	bright auto body center	ca 916 ocean drive oxnard	us	us	bright,center,auto	partial_token_overlap_unindexed
S1-106198727	S3-398676109	S3	ai manufacturing pvt ltd	w no 2 h no 59 pratik nagar mangesh nakat house murtizapur akola maharashtra	india	india	pvt,ltd,ai	partial_token_overlap_unindexed
S1-640030507	S2-945098051	S2	great food private limited	office no 7 floor ground plot 385 pine building barrister nath pai marg mazgaon mumbai maharashtra	india	india		empty_or_missing_name
S1-96174244	S3-770503124	S3	vibrant enterprises	new no 36 old no 17 4th street raghupathy nagar palavanthangal chennai tamil nadu	india	india	enterprises,vibrant	partial_token_overlap_unindexed
S1-866010623	S2-417750824	S2	shanley and miller	6626 gaywood drive mobile al	us	us		zero_shared_tokens_transliteration
S1-419348024	S3-904161930	S3	west verde inc	15 santiago avenue haverstraw ny	us	us		zero_shared_tokens_transliteration
S1-684178342	S3-953610032	S3	cornerstone premier tge corp	225 maple avenue timberville town va	us	us	cornerstone,tge,corp	partial_token_overlap_unindexed
S1-301800906	S3-284727622	S3	family health	20 perkins lane stafford county va	us	us	health,family	partial_token_overlap_unindexed
S1-622641987	S2-935881838	S2	saidabad services public limited	17 1 391 s 216 no 216 singareni colony saidabad hyderabad telangana	india	india		zero_shared_tokens_transliteration
S1-960928443	S3-278343143	S3	773 second avenue owners corp p c	2657 vermont street blue island il	us	us	avenue,owners,773,corp,second	partial_token_overlap_unindexed
S1-661664085	S3-609155589	S3	hotel finance private limited	door no 8 dream horizon sector 23 nerul east navi mumbai thane maharashtra	india	india		empty_or_missing_name
S1-702780135	S3-375235573	S3	main street pub	4614 berta road memphis tn	us	us	street,main,pub	partial_token_overlap_unindexed
S1-963388771	S2-714955438	S2	best business ventures inc	7168 egerton lane germantown tn	us	us	inc,best,business	partial_token_overlap_unindexed
S1-688260177	S2-73217869	S2	williams highland connecticut llc	6730 purdy parkway city of appleton wi	us	us	connecticut,highland,williams	partial_token_overlap_unindexed
S1-716955096	S3-684961438	S3	properties noor service center	pune haveli maharashtra f l no e 2 state bank nagar chs s no 140 3	india	india	service,center,properties,noor	partial_token_overlap_unindexed
S1-786081971	S2-241162326	S2	sameer welfare society	14 gautam park co op housing society nanakumbhnath road nadiad kheda gujarat	india	india	welfare	partial_token_overlap_unindexed
S1-597398434	S2-15236512	S2	american institute of technology	ny 15 ridge drive southampton	us	us		zero_shared_tokens_transliteration
S1-952894638	S2-995812169	S2	sitara success llp	gajanana cashew industries building no 3 88a shakaranarayana post kundapur taluk udupi karnataka	india	india	llp,success	partial_token_overlap_unindexed
S1-536948776	S3-315892953	S3	i corporate inc	718 94 warwick ny	us	us	corporate,i	partial_token_overlap_unindexed
S1-446522336	S2-354019477	S2	cedar merchants inc	6448 snowflake drive flagstaff az	us	us	cedar,inc	partial_token_overlap_unindexed
S1-147676645	S3-670430152	S3	digital peace limited	c o inderjit singh village satiyewala firozepur firozpur punjab	india	india	peace,limited	partial_token_overlap_unindexed
S1-653403177	S3-186854189	S3	big bear city housing golden foundation partners	ca big bear city 365 downey drive	us	us		zero_shared_tokens_transliteration
S1-171653159	S3-567837252	S3	first hospitality llp	wz 351 delhi shakurpur village delhi	india	india	llp,first	partial_token_overlap_unindexed
S1-29246929	S3-138149499	S3	vijay healthcare private limited	37a bentick street 2nd floor room no 202 kolkata howrah west bengal	india	india	vijay,private,healthcare	partial_token_overlap_unindexed
S1-661315962	S2-906228400	S2	scott eagle inc	4828 hedges avenue kansas city mo	us	us	inc,eagle,scott	partial_token_overlap_unindexed
S1-144608284	S3-39991363	S3	solutions avaada solutions private limited	a 139 mahadev nagar 4 dindoli surat gujarat	india	india	solutions,private,limited	partial_token_overlap_unindexed
S1-68688729	S3-320820154	S3	gf saraswati vihar pitampura singh limited	d 763 gf saraswati vihar pitampura new delhi delhi	india	india	saraswati,gf,singh,vihar,limited	partial_token_overlap_unindexed
S1-649638711	S3-702263250	S3	shyam producer pvt ltd	79 abul fazalvasundhra enclave new delhi north delhi delhi	india	india		empty_or_missing_name
S1-109574742	S2-497314322	S2	shv and brothers private limited	12 brindavan bldg poonam nagaroff mahalkali road andheri e andheri mumbai maharashtra	india	india		zero_shared_tokens_transliteration
S1-705759195	S2-84728721	S2	sweet deli llc	toledo oh 306 streicher street	us	us	deli,sweet	partial_token_overlap_unindexed
S1-314352402	S2-841800155	S2	great food private limited	p t 134 phase b golden green ind park lodhika gondal rajkot gujarat	india	india		zero_shared_tokens_transliteration
S1-763758768	S3-698828428	S3	empire travel	136 county road 4002 chilton tx	us	us	empire	partial_token_overlap_unindexed
S1-579569038	S3-953366769	S3	green trading	uttar pradesh k 1494 gautam buddha nagar noida 11th avenue sector 16c plot no gh03 gaur city 2	india	india		empty_or_missing_name
S1-340746308	S3-259917842	S3	shilpi consultancy company	c o amshya fulji padvi at post koyalivihir tal akkalkuwa dist nandurbar nandurbar maharashtra	india	india	shilpi,consultancy	partial_token_overlap_unindexed
S1-402366232	S2-129309224	S2	ns india farm private limited	e108 second floor greater kailash 1 new delhi new delhi south delhi delhi	india	india	farm,private,ns,india	partial_token_overlap_unindexed
S1-1604537	S2-65485063	S2	ul rapid oncology	253 cumberland avenue unit apt 3 portland me	us	us		zero_shared_tokens_transliteration
S1-676311882	S3-205268380	S3	rising brothers pvt ltd	uttar pradesh 359 5 civil lines muzaffarnagar	india	india	rising,pvt,brothers	partial_token_overlap_unindexed
S1-568933218	S2-185750505	S2	yamuya hospitality pvt ltd	210 b ark industrial estate makwana road marol andheri east mumbai maharashtra	india	india	pvt,ltd,yamuya	partial_token_overlap_unindexed
S1-919658075	S2-368310121	S2	star piedmont foods l l c	1413 olive street gainesville tx	us	us	star,piedmont,foods	partial_token_overlap_unindexed
S1-678563949	S3-175722446	S3	o z cea inc	206 laycrest drive mt juliet tn	us	us	inc,o,cea,z	partial_token_overlap_unindexed
S1-633321060	S2-772090428	S2	golden secure supply	6574 evans road rome ny	us	us	secure,supply	partial_token_overlap_unindexed
S1-100901319	S3-654049172	S3	indian it private limited	52 forest park 1st floor bhubaneswar khordha orissa	india	india		empty_or_missing_name
S1-819325787	S3-94409414	S3	red investment private limited	c o rinaben yashvantbhai inani gayatri industrial estate chandial daskroi daskroi ahmedabad gujarat	india	india	red,private,limited,investment	partial_token_overlap_unindexed
S1-973202523	S3-827573060	S3	pediatric care lp	1968 archer drive hermiston or	us	us	pediatric,lp	partial_token_overlap_unindexed
S1-78755494	S3-355563921	S3	jaclyn ruby l c s w	9 east street vernon ct	us	us	w,ruby,jaclyn,l,c,s	partial_token_overlap_unindexed
S1-683671808	S3-821964043	S3	highland peak analytics inc	2338 kathleen avenue evansville in	us	us	peak,inc,analytics	partial_token_overlap_unindexed
S1-803421408	S3-713520787	S3	community committee	35375 schafer ranch road yucaipa ca	us	us	community,committee	partial_token_overlap_unindexed
S1-840247873	S2-339183263	S2	city hospitality private limited	plot no 7 kp nagar menendal tamil nadu madurai north madurai no 1 11a	india	india	private,limited,city	partial_token_overlap_unindexed
S1-219158922	S3-625065646	S3	all mountain southern corp	1018 woodlawn drive charleston il	us	us	southern,all,mountain	partial_token_overlap_unindexed
S1-444761187	S3-740139982	S3	megen griggs esq dds pc lp	16450 parklawn avenue middleburg heights oh	us	us		zero_shared_tokens_transliteration
S1-786623136	S3-711641932	S3	surgical specialists l l c	5698 state highway 22 hillsboro tx	us	us	surgical,specialists	partial_token_overlap_unindexed
S1-744156532	S2-436081209	S2	beacon excavation corporation	4637 denver avenue tulsa ok	us	us		zero_shared_tokens_transliteration
S1-171443606	S3-339957916	S3	housing council	921 main street fl 1 hillsboro or	us	us	council,housing	partial_token_overlap_unindexed
S1-204456890	S3-522399879	S3	modern star services limited	83 dsidc complex okhla industrial area phase i new delhi south delhi delhi	india	india		empty_or_missing_name
S1-823484110	S2-238102946	S2	blakely superior select llc	1120 facio court nm albuquerque	us	us	select,superior,blakely	partial_token_overlap_unindexed
S1-514230422	S3-498089439	S3	pinnacle cargo private limited	uttar pradesh 9 41 ghaziabad panchwati extn opp pawan cinema	india	india	pinnacle,cargo,limited	partial_token_overlap_unindexed
S1-656531567	S2-347193313	S2	drayola point inc	9015 kings chapel road centertown mo	us	us	point,drayola	partial_token_overlap_unindexed
S1-291103394	S3-891593784	S3	roopora logistics pvt ltd	flat no 305 tower 7 saya gold avanue ghaziabad uttar pradesh	india	india		zero_shared_tokens_transliteration
S1-43505848	S3-883542690	S3	perfect tech private limited	bl no 6 flat no 96 guru prasad 24 bund garden road pune maharashtra	india	india	perfect	partial_token_overlap_unindexed
S1-975041124	S2-642525988	S2	caton onfolio of worcester inc	34 royal road worcester ma	us	us	caton,inc,onfolio,of	partial_token_overlap_unindexed
S1-290187706	S3-335546071	S3	east infra private limited	h n 23 412 rk colony bighar road fatehabad haryana	india	india	infra,limited,private	partial_token_overlap_unindexed
S1-158792892	S3-713228284	S3	shree infra private limited	1826 amarnath building bhagirath palace delhi new delhi delhi	india	india		empty_or_missing_name
S1-131911443	S2-168479009	S2	parivar metal llp	a 1 industrial estate varanasi uttar pradesh	india	india	parivar,metal	partial_token_overlap_unindexed
S1-610284272	S3-626050265	S3	strategic valley acquisition pc	9703 hudson boulevard unit unit 17 lake elmo mn	us	us	acquisition,strategic	partial_token_overlap_unindexed
S1-831227785	S2-106428880	S2	santana institute limited	b 702 7th floor joyos hubtown geeta mandir astodia nr gsrtc bus ter minal ahmedabad gujarat	india	india	institute	partial_token_overlap_unindexed
S1-637431475	S3-842609267	S3	pinnacle intelligence holdings	3530 old winchester trail xenia oh	us	us	pinnacle,holdings	partial_token_overlap_unindexed
S1-93695493	S3-184528079	S3	db systems llp	shop no 3 plot no 44 bajaj nagar nagpur maharashtra	india	india	systems,db	partial_token_overlap_unindexed
S1-105191606	S2-935133337	S2	nowak greene and te	unit apt 373 az flagstaff 5000 mall way	us	us	greene,nowak,and	partial_token_overlap_unindexed
S1-38402575	S2-704567209	S2	white marketing private limited	s no 142 4 cts no 5102 fl no 1001 bld no c 10th floor aishwaryam ventures pune city pune maharashtra	india	india	private,marketing,white	partial_token_overlap_unindexed
S1-379956956	S3-195288946	S3	vidarbha and sons private limited	a 1 71 apanchsheel enclave new delhi south delhi delhi	india	india		zero_shared_tokens_transliteration
S1-421498729	S3-336170215	S3	anand finance private limited	plot no 38a dabgram industrial estate p o satellite township jalpaiguri west bengal	india	india	finance	partial_token_overlap_unindexed
